num_tasks	util	tset_idx	freq	count	misses	miss_ratio	minslack	maxslack	migrations
8	2.6	4	0	1204	1146	0.9518272425249169	-4878716	500958	0
8	2.6	5	0	1712	1105	0.6454439252336449	-2537053	682081	0
8	2.6	6	0	1452	1033	0.7114325068870524	-8026638	454295	1
8	2.6	7	0	2501	2388	0.9548180727708916	-5836060	716252	0
8	2.6	8	0	2383	1329	0.5577003776751993	-6059766	375460	0
8	2.6	9	0	1777	1713	0.963984243106359	-5505191	358678	0
8	2.7	0	0	2037	1465	0.7191948944526264	-4473166	660726	0
8	2.7	1	0	2663	1910	0.7172361997746902	-2462044	178281	25
8	2.7	2	0	2261	1671	0.7390535161432994	-5209017	454807	0
8	2.7	3	0	1578	1191	0.7547528517110266	-5707210	519771	0
8	2.7	4	0	1182	1148	0.9712351945854484	-5895918	454149	0
8	2.7	5	0	1647	1284	0.7795992714025501	-5405689	528325	0
8	2.7	6	0	1418	1111	0.7834978843441467	-6347556	436722	6
8	2.7	7	0	1033	823	0.7967086156824782	-5535560	516280	0
8	2.7	8	0	2392	1328	0.5551839464882943	-5638316	384390	0
8	2.7	9	0	1831	1707	0.9322774440196614	-3901527	437987	0
8	2.8	0	0	2009	1484	0.7386759581881533	-5406792	595701	0
8	2.8	1	0	2515	2424	0.9638170974155069	-6115386	176945	27
8	2.8	2	0	2252	1671	0.7420071047957372	-5592988	433873	0
8	2.8	3	0	1571	1174	0.7472947167409294	-5639461	520135	0
8	2.8	4	0	1175	1153	0.9812765957446808	-6043747	423925	0
8	2.8	5	0	1643	1273	0.7748021911138162	-5537724	646754	0
8	2.8	6	0	1414	1104	0.7807637906647807	-6258195	404288	3
8	2.8	7	0	1028	829	0.806420233463035	-5971713	473887	0
8	2.8	8	0	2408	1329	0.5519102990033222	-4956713	373826	0
8	2.8	9	0	1780	1716	0.9640449438202248	-5295624	341007	0
8	2.9	0	0	2029	1455	0.7171020206998522	-4801022	567717	0
8	2.9	1	0	2490	1846	0.7413654618473896	-23329873	175562	15
8	2.9	2	0	2238	1657	0.7403932082216265	-5893220	510698	0
8	2.9	3	0	1557	1195	0.7675016056518946	-5946168	518894	0
8	2.9	4	0	1166	1133	0.9716981132075472	-6480865	524374	0
8	2.9	5	0	1620	1343	0.8290123456790124	-6517063	418058	0
8	2.9	6	0	1700	1030	0.6058823529411764	-7796831	750338	17
8	2.9	7	0	1021	806	0.7894221351616063	-6260413	395746	0
8	2.9	8	0	2354	1641	0.6971112999150383	-6784536	382782	0
8	2.9	9	0	1735	1718	0.9902017291066283	-6664212	364827	0
8	3.0	0	0	1985	1452	0.7314861460957179	-6240069	872487	0
8	3.0	1	0	2482	2422	0.975825946817083	-6375822	174113	12
8	3.0	2	0	2234	1777	0.7954341987466428	-5968503	427517	0
8	3.0	3	0	1518	1252	0.8247694334650857	-6785774	519252	0
8	3.0	4	0	1155	1105	0.9567099567099567	-6861890	661528	0
8	3.0	5	0	1597	1539	0.9636819035691923	-7502894	445595	0
8	3.0	6	0	1646	1411	0.8572296476306197	-6493764	749755	11
8	3.0	7	0	996	803	0.8062248995983936	-7778103	658144	0
